pta_key,pta_api,overload_signature,params,returns,forward_aclnn,backward_exists,backward_aclnn,composite,preprocess_needed,custom_output_needed,refs
"torch._foreach_maximum::(Tensor[] self, Scalar scalar)",torch._foreach_maximum,"(Tensor[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMaximumScalar"", ""aclnnForeachMaximumList"", ""aclnnForeachMaximumScalarV2"", ""aclnnForeachMaximumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_maximum.Scalar(Tensor[] self, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMaximumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_maximum::(Tensor[] self, Scalar[] scalars)",torch._foreach_maximum,"(Tensor[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMaximumScalar"", ""aclnnForeachMaximumList"", ""aclnnForeachMaximumScalarV2"", ""aclnnForeachMaximumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_maximum.ScalarList(Tensor[] self, Scalar[] scalars) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMaximumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_maximum::(Tensor[] self, Tensor[] other)",torch._foreach_maximum,"(Tensor[] self, Tensor[] other)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMaximumScalar"", ""aclnnForeachMaximumList"", ""aclnnForeachMaximumScalarV2"", ""aclnnForeachMaximumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_maximum.List(Tensor[] self, Tensor[] other) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMaximumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMaximumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor(a!)[] self, Scalar scalar)",torch._foreach_minimum,"(Tensor(a!)[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum_.Scalar(Tensor(a!)[] self, Scalar scalar) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor(a!)[] self, Scalar[] scalars)",torch._foreach_minimum,"(Tensor(a!)[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum_.ScalarList(Tensor(a!)[] self, Scalar[] scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor(a!)[] self, Tensor[] other)",torch._foreach_minimum,"(Tensor(a!)[] self, Tensor[] other)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum_.List(Tensor(a!)[] self, Tensor[] other) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor[] self, Scalar scalar)",torch._foreach_minimum,"(Tensor[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum.Scalar(Tensor[] self, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor[] self, Scalar[] scalars)",torch._foreach_minimum,"(Tensor[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum.ScalarList(Tensor[] self, Scalar[] scalars) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_minimum::(Tensor[] self, Tensor[] other)",torch._foreach_minimum,"(Tensor[] self, Tensor[] other)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMinimumScalar"", ""aclnnForeachMinimumList"", ""aclnnForeachMinimumScalarV2"", ""aclnnForeachMinimumScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_minimum.List(Tensor[] self, Tensor[] other) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMinimumScalar""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMinimumKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_mul::(Tensor(a!)[] self, Scalar scalar)",torch._foreach_mul,"(Tensor(a!)[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul_.Scalar(Tensor(a!)[] self, Scalar scalar) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
"torch._foreach_mul::(Tensor(a!)[] self, Scalar[] scalars)",torch._foreach_mul,"(Tensor(a!)[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul_.ScalarList(Tensor(a!)[] self, Scalar[] scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
"torch._foreach_mul::(Tensor(a!)[] self, Tensor[] other)",torch._foreach_mul,"(Tensor(a!)[] self, Tensor[] other)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul_.List(Tensor(a!)[] self, Tensor[] other) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
"torch._foreach_mul::(Tensor[] tensors, Scalar scalar)",torch._foreach_mul,"(Tensor[] tensors, Scalar scalar)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul.Scalar(Tensor[] tensors, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
"torch._foreach_mul::(Tensor[] tensors, Scalar[] scalars)",torch._foreach_mul,"(Tensor[] tensors, Scalar[] scalars)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul.ScalarList(Tensor[] tensors, Scalar[] scalars) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
"torch._foreach_mul::(Tensor[] tensors1, Tensor[] tensors2)",torch._foreach_mul,"(Tensor[] tensors1, Tensor[] tensors2)","[{""name"": ""tensors1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensors2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachMulList"", ""aclnnForeachMulScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_mul.List(Tensor[] tensors1, Tensor[] tensors2) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachMulKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachMulList""}]"
torch._foreach_neg::(Tensor(a!)[] self),torch._foreach_neg,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachNeg""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_neg_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachNegKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachNeg""}]"
torch._foreach_neg::(Tensor[] tensors),torch._foreach_neg,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachNeg""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_neg(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachNegKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachNeg""}]"
"torch._foreach_norm::(Tensor[] tensors, Scalar ord=2)",torch._foreach_norm,"(Tensor[] tensors, Scalar ord=2)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""ord"", ""type"": ""Scalar"", ""required"": false, ""default"": 2}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachNorm""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_norm.Scalar(Tensor[] tensors, Scalar ord=2) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachNormKernelOpApi.cpp"", ""pattern"": ""aclnnForeachNorm""}]"
"torch._foreach_norm::(Tensor[] tensors, Scalar ord=2, ScalarType? dtype=None)",torch._foreach_norm,"(Tensor[] tensors, Scalar ord=2, ScalarType? dtype=None)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""ord"", ""type"": ""Scalar"", ""required"": false, ""default"": 2}, {""name"": ""dtype"", ""type"": ""ScalarType?"", ""required"": false, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachNorm""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_norm.Scalar(Tensor[] tensors, Scalar ord=2, ScalarType? dtype=None) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachNormKernelOpApi.cpp"", ""pattern"": ""aclnnForeachNorm""}]"
"torch._foreach_pow::(Scalar self, Tensor[] exponent)",torch._foreach_pow,"(Scalar self, Tensor[] exponent)","[{""name"": ""self"", ""type"": ""Scalar"", ""required"": true, ""default"": null}, {""name"": ""exponent"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow.ScalarAndTensor(Scalar self, Tensor[] exponent) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor(a!)[] self, Scalar scalar)",torch._foreach_pow,"(Tensor(a!)[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow_.Scalar(Tensor(a!)[] self, Scalar scalar) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor(a!)[] self, Scalar[] exponent)",torch._foreach_pow,"(Tensor(a!)[] self, Scalar[] exponent)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""exponent"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow_.ScalarList(Tensor(a!)[] self, Scalar[] exponent) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor(a!)[] self, Tensor[] exponent)",torch._foreach_pow,"(Tensor(a!)[] self, Tensor[] exponent)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""exponent"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow_.List(Tensor(a!)[] self, Tensor[] exponent) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor[] self, Scalar[] exponent)",torch._foreach_pow,"(Tensor[] self, Scalar[] exponent)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""exponent"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow.ScalarList(Tensor[] self, Scalar[] exponent) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor[] self, Tensor[] exponent)",torch._foreach_pow,"(Tensor[] self, Tensor[] exponent)","[{""name"": ""self"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""exponent"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow.List(Tensor[] self, Tensor[] exponent) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
"torch._foreach_pow::(Tensor[] tensors, Scalar scalar)",torch._foreach_pow,"(Tensor[] tensors, Scalar scalar)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachPowList"", ""aclnnForeachPowScalarList""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_pow.Scalar(Tensor[] tensors, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachPowKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachPowList""}]"
torch._foreach_reciprocal::(Tensor(a!)[] self),torch._foreach_reciprocal,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachReciprocal""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_reciprocal_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachReciprocalKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachReciprocal""}]"
torch._foreach_reciprocal::(Tensor[] tensors),torch._foreach_reciprocal,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachReciprocal""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_reciprocal(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachReciprocalKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachReciprocal""}]"
torch._foreach_round::(Tensor(a!)[] self),torch._foreach_round,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachRoundOffNumber"", ""aclnnForeachRoundOffNumberV2""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_round(Tensor(a!)[] self) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachRoundOffNumber""}]"
torch._foreach_round::(Tensor(a!)[] self),torch._foreach_round,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachRoundOffNumber"", ""aclnnForeachRoundOffNumberV2""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_round_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachRoundOffNumberKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachRoundOffNumber""}]"
torch._foreach_sigmoid::(Tensor(a!)[] self),torch._foreach_sigmoid,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSigmoid""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sigmoid_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSigmoidKernelOpApi.cpp"", ""pattern"": ""aclnnForeachSigmoid""}]"
torch._foreach_sigmoid::(Tensor[] tensors),torch._foreach_sigmoid,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachSigmoid""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sigmoid(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSigmoidKernelOpApi.cpp"", ""pattern"": ""aclnnForeachSigmoid""}]"
torch._foreach_sign::(Tensor(a!)[] self),torch._foreach_sign,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachSign""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_sign_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachSignKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachSign""}]"
