pta_key,pta_api,overload_signature,params,returns,forward_aclnn,backward_exists,backward_aclnn,composite,preprocess_needed,custom_output_needed,refs
"torch._fft_c2c::(Tensor self, SymInt[] dim, int normalization, bool forward, *, Tensor(a!) out)",torch._fft_c2c,"(Tensor self, SymInt[] dim, int normalization, bool forward, *, Tensor(a!) out)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""SymInt[]"", ""required"": true, ""default"": null}, {""name"": ""normalization"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""forward"", ""type"": ""bool"", ""required"": true, ""default"": null}, {""name"": ""out"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]","[""aclnnMatmul""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fft_c2c.out(Tensor self, SymInt[] dim, int normalization, bool forward, *, Tensor(a!) out) -> Tensor(a!)""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTc2cKernelNpuOpApi.cpp"", ""pattern"": ""aclnnMatmul""}]"
"torch._fft_c2r::(Tensor self, int[] dim, int normalization, SymInt last_dim_size)",torch._fft_c2r,"(Tensor self, int[] dim, int normalization, SymInt last_dim_size)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""normalization"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""last_dim_size"", ""type"": ""SymInt"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fft_c2r(Tensor self, int[] dim, int normalization, SymInt last_dim_size) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: _fft_c2r(Tensor self, int[] dim, int normalization, SymInt last_dim_size) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTc2rKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTc2rKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._fft_c2r::(Tensor self, int[] dim, int normalization, SymInt last_dim_size, *, Tensor(a!) out)",torch._fft_c2r,"(Tensor self, int[] dim, int normalization, SymInt last_dim_size, *, Tensor(a!) out)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""normalization"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""last_dim_size"", ""type"": ""SymInt"", ""required"": true, ""default"": null}, {""name"": ""out"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fft_c2r.out(Tensor self, int[] dim, int normalization, SymInt last_dim_size, *, Tensor(a!) out) -> Tensor(a!)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: _fft_c2r(Tensor self, int[] dim, int normalization, SymInt last_dim_size) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTc2rKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTc2rKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._fft_r2c::(Tensor self, int[] dim, int normalization, bool onesided)",torch._fft_r2c,"(Tensor self, int[] dim, int normalization, bool onesided)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""normalization"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""onesided"", ""type"": ""bool"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fft_r2c(Tensor self, int[] dim, int normalization, bool onesided) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: _fft_r2c(Tensor self, int[] dim, int normalization, bool onesided) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTr2cKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTr2cKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._fft_r2c::(Tensor self, int[] dim, int normalization, bool onesided, *, Tensor(a!) out)",torch._fft_r2c,"(Tensor self, int[] dim, int normalization, bool onesided, *, Tensor(a!) out)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""dim"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""normalization"", ""type"": ""int"", ""required"": true, ""default"": null}, {""name"": ""onesided"", ""type"": ""bool"", ""required"": true, ""default"": null}, {""name"": ""out"", ""type"": ""Tensor(a!)"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor(a!)""}]",[],true,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _fft_r2c.out(Tensor self, int[] dim, int normalization, bool onesided, *, Tensor(a!) out) -> Tensor(a!)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: _fft_r2c(Tensor self, int[] dim, int normalization, bool onesided) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTr2cKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/FFTr2cKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
torch._foreach_abs::(Tensor(a!)[] self),torch._foreach_abs,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachAbs""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_abs_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAbsKernelOpApi.cpp"", ""pattern"": ""aclnnForeachAbs""}]"
torch._foreach_abs::(Tensor[] tensors),torch._foreach_abs,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachAbs""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_abs(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAbsKernelOpApi.cpp"", ""pattern"": ""aclnnForeachAbs""}]"
torch._foreach_acos::(Tensor(a!)[] self),torch._foreach_acos,(Tensor(a!)[] self),"[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachAcos""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_acos_(Tensor(a!)[] self) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAcosKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAcos""}]"
torch._foreach_acos::(Tensor[] tensors),torch._foreach_acos,(Tensor[] tensors),"[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachAcos""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_acos(Tensor[] tensors) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAcosKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAcos""}]"
"torch._foreach_add::(Tensor(a!)[] self, Scalar scalar)",torch._foreach_add,"(Tensor(a!)[] self, Scalar scalar)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add_.Scalar(Tensor(a!)[] self, Scalar scalar) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_add::(Tensor(a!)[] self, Scalar[] scalars)",torch._foreach_add,"(Tensor(a!)[] self, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add_.ScalarList(Tensor(a!)[] self, Scalar[] scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_add::(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1)",torch._foreach_add,"(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""other"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""Scalar"", ""required"": false, ""default"": 1}]",[],"[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add_.List(Tensor(a!)[] self, Tensor[] other, *, Scalar alpha=1) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_add::(Tensor[] tensors, Scalar scalar)",torch._foreach_add,"(Tensor[] tensors, Scalar scalar)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalar"", ""type"": ""Scalar"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add.Scalar(Tensor[] tensors, Scalar scalar) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_add::(Tensor[] tensors, Scalar[] scalars)",torch._foreach_add,"(Tensor[] tensors, Scalar[] scalars)","[{""name"": ""tensors"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add.ScalarList(Tensor[] tensors, Scalar[] scalars) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_add::(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1)",torch._foreach_add,"(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1)","[{""name"": ""tensors1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensors2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""Scalar"", ""required"": false, ""default"": 1}]","[{""name"": ""output"", ""type"": ""Tensor[]""}]","[""aclnnForeachAddList"", ""aclnnForeachAddListV2"", ""aclnnForeachAddScalarList""]",false,[],true,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_add.List(Tensor[] tensors1, Tensor[] tensors2, *, Scalar alpha=1) -> Tensor[]""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddList""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_addcdiv::(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar value=1)",torch._foreach_addcdiv,"(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar value=1)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""tensor1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensor2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""value"", ""type"": ""Scalar"", ""required"": false, ""default"": 1}]",[],"[""aclnnForeachAddcdivScalar"", ""aclnnForeachAddcdivScalarV2""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_addcdiv_.Scalar(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar value=1) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddcdivScalarKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddcdivScalar""}]"
"torch._foreach_addcdiv::(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar[] scalars)",torch._foreach_addcdiv,"(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar[] scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""tensor1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensor2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Scalar[]"", ""required"": true, ""default"": null}]",[],[],false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_addcdiv_.ScalarList(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Scalar[] scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddcdivScalarListKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch._foreach_addcdiv::(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Tensor scalars)",torch._foreach_addcdiv,"(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Tensor scalars)","[{""name"": ""self"", ""type"": ""Tensor(a!)[]"", ""required"": true, ""default"": null}, {""name"": ""tensor1"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""tensor2"", ""type"": ""Tensor[]"", ""required"": true, ""default"": null}, {""name"": ""scalars"", ""type"": ""Tensor"", ""required"": true, ""default"": null}]",[],"[""aclnnForeachAddcdivScalarList""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: _foreach_addcdiv_.Tensor(Tensor(a!)[] self, Tensor[] tensor1, Tensor[] tensor2, Tensor scalars) -> ()""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ForeachAddcdivTensorKernelNpuOpApi.cpp"", ""pattern"": ""aclnnForeachAddcdivScalarList""}]"
