coverage_key,op,primitive,op_branch,op_yaml_path,class_name,dispatch_enable,dispatch_kind,dispatch_ascend,aclnn,aclnn_source,infer,pyboost,kbk,bprop,ut,st,docs_cn,docs_en,infer_evidence,pyboost_evidence,kbk_evidence,bprop_evidence,ut_evidence,st_evidence,docs_cn_evidence,docs_en_evidence
narrow_view::NarrowView,narrow_view,NarrowView,narrow_view_op.yaml,mindspore/ops/op_def/yaml/narrow_view_op.yaml,NarrowView,True,auto_generate,default,"[""aclnnNarrowView""]",default_guess,true,false,false,true,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/narrow_view.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],[],[],"[""mindspore/ops/op_def/yaml/doc/narrow_view_doc.yaml""]"
ne_scalar::NeScalar,ne_scalar,NeScalar,ne_scalar_op.yaml,mindspore/ops/op_def/yaml/ne_scalar_op.yaml,NeScalar,True,customize,NeScalarAscend,"[""aclnnNeScalar""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/ne_scalar.cc"", ""mindspore/ops/infer/ops_func_impl/ne_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/ne_scalar.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/ne_scalar.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/ne_scalar_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/ne_scalar_aclnn_kernel.h""]",[],[],[],[],[]
neg::Neg,neg,Neg,neg_op.yaml,mindspore/ops/op_def/yaml/neg_op.yaml,Neg,True,auto_generate,default,"[""aclnnNeg""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/neg.cc"", ""mindspore/ops/infer/ops_func_impl/neg.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/neg.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_neg.cc""]","[""tests/st/ops/cpu/test_neg_op.py"", ""tests/st/ops/gpu/test_neg_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/neg_doc.yaml""]"
new_empty::NewEmpty,new_empty,NewEmpty,new_empty_op.yaml,mindspore/ops/op_def/yaml/new_empty_op.yaml,NewEmpty,True,customize,NewEmptyAscend,"[""aclnnNewEmpty""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/new_empty.cc"", ""mindspore/ops/infer/ops_func_impl/new_empty.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_empty.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_empty.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_empty_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_empty_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_new_empty.cc""]",[],[],[]
new_full::NewFull,new_full,NewFull,new_full_op.yaml,mindspore/ops/op_def/yaml/new_full_op.yaml,NewFull,True,customize,NewFullAscend,"[""aclnnInplaceFillScalar""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/new_full.cc"", ""mindspore/ops/infer/ops_func_impl/new_full.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_full.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_full.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_full_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_full_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_new_full.cc""]",[],[],[]
new_ones::NewOnes,new_ones,NewOnes,new_ones_op.yaml,mindspore/ops/op_def/yaml/new_ones_op.yaml,NewOnes,True,customize,NewOnesAscend,"[""aclnnInplaceFillScalar""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/new_ones.cc"", ""mindspore/ops/infer/ops_func_impl/new_ones.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_ones.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_ones.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_ones_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_ones_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_new_ones.cc""]","[""tests/st/ops/test_ops_new_ones.py""]",[],"[""mindspore/ops/op_def/yaml/doc/new_ones_doc.yaml""]"
new_zeros::NewZeros,new_zeros,NewZeros,new_zeros_op.yaml,mindspore/ops/op_def/yaml/new_zeros_op.yaml,NewZeros,True,customize,NewZerosAscend,"[""aclnnInplaceZero""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/new_zeros.cc"", ""mindspore/ops/infer/ops_func_impl/new_zeros.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_zeros.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/new_zeros.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_zeros_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/new_zeros_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_new_zeros.cc""]","[""tests/st/ops/test_ops_new_zeros.py""]",[],"[""mindspore/ops/op_def/yaml/doc/new_zeros_doc.yaml""]"
next_after::NextAfter,next_after,NextAfter,next_after_op.yaml,mindspore/ops/op_def/yaml/next_after_op.yaml,NextAfter,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/next_after.cc"", ""mindspore/ops/infer/ops_func_impl/next_after.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_next_after.cc""]","[""tests/st/ops/cpu/test_nextafter_op.py"", ""tests/st/ops/dynamic_shape/grad/test_next_after.py"", ""tests/st/ops/gpu/test_nextafter_op.py"", ""tests/st/ops/test_func_nextafter.py""]",[],"[""mindspore/ops/op_def/yaml/doc/next_after_doc.yaml""]"
nllloss::NLLLoss,nllloss,NLLLoss,nllloss_op.yaml,mindspore/ops/op_def/yaml/nllloss_op.yaml,NLLLoss,True,customize,NLLLossAscend,"[""aclnnNLLLoss""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/nllloss.cc"", ""mindspore/ops/infer/ops_func_impl/nllloss.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_nllloss.cc""]","[""tests/st/ops/ascend/test_tbe_ops/test_nll_loss.py"", ""tests/st/ops/cpu/test_nllloss_op.py"", ""tests/st/ops/gpu/test_nll_loss.py"", ""tests/st/ops/test_ops_nllloss.py""]",[],"[""mindspore/ops/op_def/yaml/doc/nllloss_doc.yaml""]"
nllloss_2d::NLLLoss2d,nllloss_2d,NLLLoss2d,nllloss_2d_op.yaml,mindspore/ops/op_def/yaml/nllloss_2d_op.yaml,NLLLoss2d,True,customize,NLLLoss2dAscend,"[""aclnnNLLLoss2d""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/nllloss_2d.cc"", ""mindspore/ops/infer/ops_func_impl/nllloss_2d.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_2d.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_2d.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_2d_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_2d_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_nllloss2d.cc""]",[],[],[]
nllloss_2d_grad::NLLLoss2dGrad,nllloss_2d_grad,NLLLoss2dGrad,nllloss_2d_grad_op.yaml,mindspore/ops/op_def/yaml/nllloss_2d_grad_op.yaml,NLLLoss2dGrad,True,customize,NLLLoss2dGradAscend,"[""aclnnNLLLoss2dBackward""]",customize_source,true,true,true,false,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/nllloss_2d_grad.cc"", ""mindspore/ops/infer/ops_func_impl/nllloss_2d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_2d_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_2d_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_2d_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_2d_grad_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_nllloss2d_grad.cc""]",[],[],[]
nllloss_grad::NLLLossGrad,nllloss_grad,NLLLossGrad,nllloss_grad_op.yaml,mindspore/ops/op_def/yaml/nllloss_grad_op.yaml,NLLLossGrad,True,customize,NLLLossGradAscend,"[""aclnnNLLLossBackward""]",customize_source,true,true,true,false,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/nllloss_grad.cc"", ""mindspore/ops/infer/ops_func_impl/nllloss_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nllloss_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nllloss_grad_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_nllloss_grad.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/nllloss_grad_doc.yaml""]"
non_zero::NonZero,non_zero,NonZero,non_zero_op.yaml,mindspore/ops/op_def/yaml/non_zero_op.yaml,NonZero,True,customize,NonZeroAscend,"[""aclnnNonzero""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/non_zero.cc"", ""mindspore/ops/infer/ops_func_impl/non_zero.cc"", ""mindspore/ops/infer/ops_func_impl/non_zero.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/non_zero.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/non_zero.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/non_zero_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/non_zero_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_nonzero.cc""]","[""tests/st/ops/gpu/test_non_zero_op.py"", ""tests/st/ops/test_ops_nonzero.py""]",[],"[""mindspore/ops/op_def/yaml/doc/non_zero_doc.yaml""]"
non_zero_ext::NonZeroExt,non_zero_ext,NonZeroExt,non_zero_ext_op.yaml,mindspore/ops/op_def/yaml/non_zero_ext_op.yaml,NonZeroExt,True,customize,NonZeroExtAscend,[],,true,true,false,true,true,false,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/non_zero_ext.cc"", ""mindspore/ops/infer/ops_func_impl/non_zero_ext.cc"", ""mindspore/ops/infer/ops_func_impl/non_zero_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/non_zero_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/non_zero_ext.h""]",[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_nonzero_ext.cc""]",[],[],[]
norm::Norm,norm,Norm,norm_op.yaml,mindspore/ops/op_def/yaml/norm_op.yaml,Norm,True,customize,NormAscend,"[""aclnnNorm""]",customize_source,true,true,true,true,true,true,false,false,"[""mindspore/ops/infer/ops_func_impl/norm.cc"", ""mindspore/ops/infer/ops_func_impl/norm.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/norm.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/norm.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/norm_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/norm_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_norm.cc""]","[""tests/st/ops/cpu/test_norm_op.py"", ""tests/st/ops/test_func_norm.py"", ""tests/st/ops/test_ops_norm.py""]",[],[]
normal_float_float::NormalFloatFloat,normal_float_float,NormalFloatFloat,normal_float_float_op.yaml,mindspore/ops/op_def/yaml/normal_float_float_op.yaml,NormalFloatFloat,True,customize,NormalFloatFloatAscend,"[""aclnnNormalFloatFloat""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/normal_float_float.cc"", ""mindspore/ops/infer/ops_func_impl/normal_float_float.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_float_float.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_float_float.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_float_float_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_float_float_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_normal_float_float.cc""]",[],[],[]
normal_float_tensor::NormalFloatTensor,normal_float_tensor,NormalFloatTensor,normal_float_tensor_op.yaml,mindspore/ops/op_def/yaml/normal_float_tensor_op.yaml,NormalFloatTensor,True,customize,NormalFloatTensorAscend,"[""aclnnNormalFloatTensor""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/normal_float_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/normal_float_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_float_tensor.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_float_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_float_tensor_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_float_tensor_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_normal_float_tensor.cc""]",[],[],[]
normal_tensor_float::NormalTensorFloat,normal_tensor_float,NormalTensorFloat,normal_tensor_float_op.yaml,mindspore/ops/op_def/yaml/normal_tensor_float_op.yaml,NormalTensorFloat,True,customize,NormalTensorFloatAscend,"[""aclnnNormalTensorFloat""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/normal_tensor_float.cc"", ""mindspore/ops/infer/ops_func_impl/normal_tensor_float.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_tensor_float.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_tensor_float.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_tensor_float_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_tensor_float_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_normal_tensor_float.cc""]",[],[],[]
normal_tensor_tensor::NormalTensorTensor,normal_tensor_tensor,NormalTensorTensor,normal_tensor_tensor_op.yaml,mindspore/ops/op_def/yaml/normal_tensor_tensor_op.yaml,NormalTensorTensor,True,customize,NormalTensorTensorAscend,"[""aclnnNormalTensorTensor""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/normal_tensor_tensor.cc"", ""mindspore/ops/infer/ops_func_impl/normal_tensor_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_tensor_tensor.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/normal_tensor_tensor.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_tensor_tensor_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/normal_tensor_tensor_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_normal_tensor_tensor.cc""]",[],[],[]
not_equal::NotEqual,not_equal,NotEqual,not_equal_op.yaml,mindspore/ops/op_def/yaml/not_equal_op.yaml,NotEqual,True,auto_generate,default,"[""aclnnNeTensor""]","aclnn_config,auto_generate_source",true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/not_equal.cc"", ""mindspore/ops/infer/ops_func_impl/not_equal.cc"", ""mindspore/ops/infer/ops_func_impl/not_equal.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/not_equal.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_notequal.cc""]","[""tests/st/ops/cpu/test_notequal_op.py"", ""tests/st/ops/test_ops_not_equal.py""]",[],"[""mindspore/ops/op_def/yaml/doc/not_equal_doc.yaml""]"
npu_clear_float_status_v2::NPUClearFloatStatusV2,npu_clear_float_status_v2,NPUClearFloatStatusV2,npu_clear_float_status_v2_op.yaml,mindspore/ops/op_def/yaml/npu_clear_float_status_v2_op.yaml,NPUClearFloatStatusV2,False,unsupported,,[],,true,false,false,false,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/npu_clear_float_status_v2.cc"", ""mindspore/ops/infer/ops_func_impl/npu_clear_float_status_v2.h""]",[],[],[],[],[],[],"[""mindspore/ops/op_def/yaml/doc/npu_clear_float_status_v2_doc.yaml""]"
npu_get_float_status_v2::NPUGetFloatStatusV2,npu_get_float_status_v2,NPUGetFloatStatusV2,npu_get_float_status_v2_op.yaml,mindspore/ops/op_def/yaml/npu_get_float_status_v2_op.yaml,NPUGetFloatStatusV2,False,unsupported,,[],,true,false,false,false,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/npu_get_float_status_v2.cc"", ""mindspore/ops/infer/ops_func_impl/npu_get_float_status_v2.h""]",[],[],[],[],[],[],"[""mindspore/ops/op_def/yaml/doc/npu_get_float_status_v2_doc.yaml""]"
nsa_compress::NsaCompress,nsa_compress,NsaCompress,nsa_compress_op.yaml,mindspore/ops/op_def/yaml/nsa_compress_op.yaml,NsaCompress,True,customize,NsaCompressAscend,"[""aclnnNsaCompress""]",customize_source,true,true,true,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/nsa_compress.cc"", ""mindspore/ops/infer/ops_func_impl/nsa_compress.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_nsa_compress.py""]",[],"[""mindspore/ops/api_def/function_doc/nsa_compress_doc.yaml""]"
nsa_compress_attention::NsaCompressAttention,nsa_compress_attention,NsaCompressAttention,nsa_compress_attention_op.yaml,mindspore/ops/op_def/yaml/nsa_compress_attention_op.yaml,NsaCompressAttention,True,customize,NsaCompressAttentionAscend,"[""aclnnNsaCompressAttention""]",customize_source,true,true,true,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/nsa_compress_attention.cc"", ""mindspore/ops/infer/ops_func_impl/nsa_compress_attention.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress_attention.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress_attention.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_attention_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_attention_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_nsa_compress_attention.py""]",[],"[""mindspore/ops/api_def/function_doc/nsa_compress_attention_doc.yaml""]"
nsa_compress_grad::NsaCompressGrad,nsa_compress_grad,NsaCompressGrad,nsa_compress_grad_op.yaml,mindspore/ops/op_def/yaml/nsa_compress_grad_op.yaml,NsaCompressGrad,True,customize,NsaCompressGradAscend,"[""aclnnNsaCompressGrad""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/nsa_compress_grad.cc"", ""mindspore/ops/infer/ops_func_impl/nsa_compress_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/nsa_compress_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/nsa_compress_grad_aclnn_kernel.h""]",[],[],[],[],[]
