coverage_key,op,primitive,op_branch,op_yaml_path,class_name,dispatch_enable,dispatch_kind,dispatch_ascend,aclnn,aclnn_source,infer,pyboost,kbk,bprop,ut,st,docs_cn,docs_en,infer_evidence,pyboost_evidence,kbk_evidence,bprop_evidence,ut_evidence,st_evidence,docs_cn_evidence,docs_en_evidence
cross_entropy_loss_grad::CrossEntropyLossGrad,cross_entropy_loss_grad,CrossEntropyLossGrad,cross_entropy_loss_grad_op.yaml,mindspore/ops/op_def/yaml/cross_entropy_loss_grad_op.yaml,CrossEntropyLossGrad,True,customize,CrossEntropyLossGradAscend,"[""aclnnCrossEntropyLossGrad""]",customize_source,true,true,true,false,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/cross_entropy_loss_grad.cc"", ""mindspore/ops/infer/ops_func_impl/cross_entropy_loss_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cross_entropy_loss_grad.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cross_entropy_loss_grad.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cross_entropy_loss_grad_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cross_entropy_loss_grad_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_cross_entropy_loss_grad.cc""]",[],[],[]
cum_prod::CumProd,cum_prod,CumProd,cum_prod_op.yaml,mindspore/ops/op_def/yaml/cum_prod_op.yaml,CumProd,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/cum_prod.cc"", ""mindspore/ops/infer/ops_func_impl/cum_prod.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cumprod.cc""]","[""tests/st/ops/ascend/test_cumprod_op.py"", ""tests/st/ops/cpu/test_cumprod_op.py"", ""tests/st/ops/dynamic_shape/grad/test_cumprod.py"", ""tests/st/ops/gpu/test_cumprod_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/cum_prod_doc.yaml""]"
cum_sum::CumSum,cum_sum,CumSum,cum_sum_op.yaml,mindspore/ops/op_def/yaml/cum_sum_op.yaml,CumSum,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/cum_sum.cc"", ""mindspore/ops/infer/ops_func_impl/cum_sum.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cumsum.cc""]","[""tests/st/ops/cpu/test_cumsum_op.py"", ""tests/st/ops/dynamic_shape/grad/test_cumsum.py"", ""tests/st/ops/gpu/test_cumsum_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/cum_sum_doc.yaml""]"
cummax::Cummax,cummax,Cummax,cummax_op.yaml,mindspore/ops/op_def/yaml/cummax_op.yaml,Cummax,True,customize,CumMaxAscend,"[""aclnnCummax""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/cummax.cc"", ""mindspore/ops/infer/ops_func_impl/cummax.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cummax.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cummax.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cummax_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cummax_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cummax.cc""]","[""tests/st/ops/test_ops_cummax.py""]",[],"[""mindspore/ops/op_def/yaml/doc/cummax_doc.yaml""]"
cummin::Cummin,cummin,Cummin,cummin_op.yaml,mindspore/ops/op_def/yaml/cummin_op.yaml,Cummin,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/cummin.cc"", ""mindspore/ops/infer/ops_func_impl/cummin.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cummin.cc""]","[""tests/st/ops/test_ops_cummin.py""]",[],"[""mindspore/ops/op_def/yaml/doc/cummin_doc.yaml""]"
cummin_ext::CumminExt,cummin_ext,CumminExt,cummin_ext_op.yaml,mindspore/ops/op_def/yaml/cummin_ext_op.yaml,CumminExt,True,customize,CumminExtAscend,"[""aclnnCummin""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/cummin_ext.cc"", ""mindspore/ops/infer/ops_func_impl/cummin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cummin_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cummin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cummin_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cummin_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cummin_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/cummin_ext_doc.yaml""]"
cumsum_ext::CumsumExt,cumsum_ext,CumsumExt,cumsum_ext_op.yaml,mindspore/ops/op_def/yaml/cumsum_ext_op.yaml,CumsumExt,True,customize,CumsumExtAscend,"[""aclnnCumsum""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/cumsum_ext.cc"", ""mindspore/ops/infer/ops_func_impl/cumsum_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cumsum_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/cumsum_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cumsum_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/cumsum_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_cumsum_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/cumsum_ext_doc.yaml""]"
custom_ext::CustomExt,custom_ext,CustomExt,custom_ext_op.yaml,mindspore/ops/op_def/yaml/custom_ext_op.yaml,CustomExt,False,unsupported,,[],,true,false,false,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/custom_ext.cc"", ""mindspore/ops/infer/ops_func_impl/custom_ext.h""]",[],[],[],[],[],[],[]
dct::DCT,dct,DCT,dct_op.yaml,mindspore/ops/op_def/yaml/dct_op.yaml,DCT,False,unsupported,,[],,true,false,false,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/dct.cc"", ""mindspore/ops/infer/ops_func_impl/dct.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_dct.cc""]",[],[],[]
dctn::DCTN,dctn,DCTN,dctn_op.yaml,mindspore/ops/op_def/yaml/dctn_op.yaml,DCTN,False,unsupported,,[],,true,false,false,true,true,false,false,false,"[""mindspore/ops/infer/ops_func_impl/dctn.cc"", ""mindspore/ops/infer/ops_func_impl/dctn.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_dctn.cc""]",[],[],[]
dense::Dense,dense,Dense,dense_op.yaml,mindspore/ops/op_def/yaml/dense_op.yaml,Dense,True,customize,DenseAscend,"[""aclnnAdd"", ""aclnnAddmm"", ""aclnnMatmul"", ""aclnnPermute""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/dense.cc"", ""mindspore/ops/infer/ops_func_impl/dense.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dense.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dense.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dense_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dense_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/meta_op/dense.cc"", ""tests/ut/cpp/ops/meta_op/dense.h"", ""tests/ut/cpp/ops/meta_op/test_ops_dense.cc""]","[""tests/st/ops/ascend/test_dense.py"", ""tests/st/ops/cpu/test_dense_op.py"", ""tests/st/ops/dynamic_shape/grad/test_dense_op.py"", ""tests/st/ops/gpu/test_dense.py"", ""tests/st/ops/gpu/test_dense_op.py"", ""tests/st/ops/test_func_dense.py"", ""tests/st/ops/test_ops_dense.py""]",[],"[""mindspore/ops/op_def/yaml/doc/dense_doc.yaml""]"
dequant_swiglu_quant::DequantSwigluQuant,dequant_swiglu_quant,DequantSwigluQuant,dequant_swiglu_quant_op.yaml,mindspore/ops/op_def/yaml/dequant_swiglu_quant_op.yaml,DequantSwigluQuant,True,customize,DequantSwigluQuantAscend,"[""aclnnDequantSwigluQuant""]",customize_source,true,true,true,false,false,true,false,false,"[""mindspore/ops/infer/ops_func_impl/dequant_swiglu_quant.cc"", ""mindspore/ops/infer/ops_func_impl/dequant_swiglu_quant.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dequant_swiglu_quant.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dequant_swiglu_quant.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dequant_swiglu_quant_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dequant_swiglu_quant_aclnn_kernel.h""]",[],[],"[""tests/st/ops/ascend/test_aclnn_ops/test_dequant_swiglu_quant.py""]",[],[]
diag::Diag,diag,Diag,diag_op.yaml,mindspore/ops/op_def/yaml/diag_op.yaml,Diag,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/diag.cc"", ""mindspore/ops/infer/ops_func_impl/diag.cc"", ""mindspore/ops/infer/ops_func_impl/diag.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_diag.cc""]","[""tests/st/ops/gpu/test_diag_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/diag_doc.yaml""]"
diag_ext::DiagExt,diag_ext,DiagExt,diag_ext_op.yaml,mindspore/ops/op_def/yaml/diag_ext_op.yaml,DiagExt,True,customize,DiagExtAscend,"[""aclnnDiag""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/diag_ext.cc"", ""mindspore/ops/infer/ops_func_impl/diag_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/diag_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/diag_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/diag_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/diag_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_diag_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/diag_ext_doc.yaml""]"
diagonal::Diagonal,diagonal,Diagonal,diagonal_op.yaml,mindspore/ops/op_def/yaml/diagonal_op.yaml,Diagonal,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/diagonal.cc"", ""mindspore/ops/infer/ops_func_impl/diagonal.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/view/test_diagonal.cc""]","[""tests/st/ops/test_func_diagonal.py""]",[],"[""mindspore/ops/op_def/yaml/doc/diagonal_doc.yaml""]"
diagonal_view::DiagonalView,diagonal_view,DiagonalView,diagonal_view_op.yaml,mindspore/ops/op_def/yaml/diagonal_view_op.yaml,DiagonalView,True,auto_generate,default,"[""aclnnDiagonalView""]",default_guess,true,false,false,true,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/diagonal_view.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],[],[],[]
div::Div,div,Div,div_op.yaml,mindspore/ops/op_def/yaml/div_op.yaml,Div,True,auto_generate,default,"[""aclnnDiv""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/div.cc"", ""mindspore/ops/infer/ops_func_impl/div.cc"", ""mindspore/ops/infer/ops_func_impl/div.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/div.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_div.cc""]","[""tests/st/ops/cpu/test_div_op.py"", ""tests/st/ops/dynamic_shape/grad/test_div.py"", ""tests/st/ops/gpu/test_div_op.py"", ""tests/st/ops/test_ops_div_.py""]",[],"[""mindspore/ops/api_def/function_doc/div_doc.yaml"", ""mindspore/ops/op_def/yaml/doc/div_doc.yaml""]"
divmod::DivMod,divmod,DivMod,divmod_op.yaml,mindspore/ops/op_def/yaml/divmod_op.yaml,DivMod,True,customize,DivModAscend,"[""aclnnDivMod""]",customize_source,true,true,true,true,true,false,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/divmod.cc"", ""mindspore/ops/infer/ops_func_impl/divmod.cc"", ""mindspore/ops/infer/ops_func_impl/divmod.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divmod.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divmod.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divmod_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divmod_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_divmod.cc""]",[],[],[]
divmods::DivMods,divmods,DivMods,divmods_op.yaml,mindspore/ops/op_def/yaml/divmods_op.yaml,DivMods,True,customize,DivModsAscend,"[""aclnnDivMods""]",customize_source,true,true,true,true,true,true,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/divmods.cc"", ""mindspore/ops/infer/ops_func_impl/divmods.cc"", ""mindspore/ops/infer/ops_func_impl/divmods.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divmods.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divmods.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divmods_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divmods_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_divmods.cc""]","[""tests/st/ops/test_ops_divmods.py""]",[],[]
divs::Divs,divs,Divs,divs_op.yaml,mindspore/ops/op_def/yaml/divs_op.yaml,Divs,True,customize,DivsAscend,"[""aclnnDivs""]",customize_source,true,true,true,true,true,true,false,false,"[""mindspore/ops/infer/ops_frontend_func_impl/divs.cc"", ""mindspore/ops/infer/ops_func_impl/divs.cc"", ""mindspore/ops/infer/ops_func_impl/divs.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divs.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/divs.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divs_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/divs_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_divs.cc""]","[""tests/st/ops/test_ops_divs.py""]",[],[]
dot::Dot,dot,Dot,dot_op.yaml,mindspore/ops/op_def/yaml/dot_op.yaml,Dot,True,auto_generate,default,"[""aclnnDot""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/dot.cc"", ""mindspore/ops/infer/ops_func_impl/dot.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/dot.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_dot.cc""]","[""tests/st/ops/cpu/test_dot_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/dot_doc.yaml""]"
dropout::Dropout,dropout,Dropout,dropout_op.yaml,mindspore/ops/op_def/yaml/dropout_op.yaml,Dropout,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/dropout.cc"", ""mindspore/ops/infer/ops_func_impl/dropout.h"", ""mindspore/ops/infer/symbol_ops_impl/dropout.cc""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]",[],"[""tests/st/ops/ascend/test_tbe_ops/test_dropout.py"", ""tests/st/ops/cpu/test_dropout_op.py"", ""tests/st/ops/gpu/test_dropout.py""]",[],"[""mindspore/ops/op_def/yaml/doc/dropout_doc.yaml""]"
dropout_do_mask_ext::DropoutDoMaskExt,dropout_do_mask_ext,DropoutDoMaskExt,dropout_do_mask_ext_op.yaml,mindspore/ops/op_def/yaml/dropout_do_mask_ext_op.yaml,DropoutDoMaskExt,True,customize,DropoutDoMaskExtAscend,"[""aclnnDropoutDoMask""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/dropout_do_mask_ext.cc"", ""mindspore/ops/infer/ops_func_impl/dropout_do_mask_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_do_mask_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_do_mask_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_do_mask_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_do_mask_ext_aclnn_kernel.h""]",[],[],[],[],[]
dropout_ext::DropoutExt,dropout_ext,DropoutExt,dropout_ext_op.yaml,mindspore/ops/op_def/yaml/dropout_ext_op.yaml,DropoutExt,True,customize,DropoutExtAscend,"[""aclnnDropout"", ""aclnnDropoutDoMask"", ""aclnnDropoutGenMaskV2""]",customize_source,true,true,true,true,true,true,false,false,"[""mindspore/ops/infer/ops_func_impl/dropout_ext.cc"", ""mindspore/ops/infer/ops_func_impl/dropout_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_dropout_ext.cc""]","[""tests/st/ops/test_ops_dropout_ext.py""]",[],[]
dropout_gen_mask_ext::DropoutGenMaskExt,dropout_gen_mask_ext,DropoutGenMaskExt,dropout_gen_mask_ext_op.yaml,mindspore/ops/op_def/yaml/dropout_gen_mask_ext_op.yaml,DropoutGenMaskExt,True,customize,DropoutGenMaskExtAscend,"[""aclnnDropoutGenMaskV2""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/dropout_gen_mask_ext.cc"", ""mindspore/ops/infer/ops_func_impl/dropout_gen_mask_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_gen_mask_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_gen_mask_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_gen_mask_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_gen_mask_ext_aclnn_kernel.h""]",[],[],[],[],[]
dropout_grad_ext::DropoutGradExt,dropout_grad_ext,DropoutGradExt,dropout_grad_ext_op.yaml,mindspore/ops/op_def/yaml/dropout_grad_ext_op.yaml,DropoutGradExt,True,customize,DropoutGradExtAscend,"[""aclnnDropoutDoMask""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/dropout_grad_ext.cc"", ""mindspore/ops/infer/ops_func_impl/dropout_grad_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_grad_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/dropout_grad_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_grad_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/dropout_grad_ext_aclnn_kernel.h""]",[],[],[],[],[]
eig::Eig,eig,Eig,eig_op.yaml,mindspore/ops/op_def/yaml/eig_op.yaml,Eig,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/eig.cc"", ""mindspore/ops/infer/ops_func_impl/eig.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_eig.cc""]","[""tests/st/ops/test_func_eig.py""]",[],"[""mindspore/ops/op_def/yaml/doc/eig_doc.yaml""]"
elu::Elu,elu,Elu,elu_op.yaml,mindspore/ops/op_def/yaml/elu_op.yaml,Elu,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/elu.cc"", ""mindspore/ops/infer/ops_func_impl/elu.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_elu.cc""]","[""tests/st/ops/ascend/test_elu_op.py"", ""tests/st/ops/cpu/test_elu_op.py"", ""tests/st/ops/gpu/test_elu_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/elu_doc.yaml""]"
elu_ext::EluExt,elu_ext,EluExt,elu_ext_op.yaml,mindspore/ops/op_def/yaml/elu_ext_op.yaml,EluExt,True,customize,EluExtAscend,"[""aclnnElu"", ""aclnnEluBackward""]",customize_source,true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/elu_ext.cc"", ""mindspore/ops/infer/ops_func_impl/elu_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/elu_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/elu_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/elu_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/elu_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]","[""tests/ut/cpp/ops/test_ops_elu_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/elu_ext_doc.yaml""]"
elu_grad::EluGrad,elu_grad,EluGrad,elu_grad_op.yaml,mindspore/ops/op_def/yaml/elu_grad_op.yaml,EluGrad,False,unsupported,,[],,true,false,false,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/elu_grad.cc"", ""mindspore/ops/infer/ops_func_impl/elu_grad.h""]",[],[],[],"[""tests/ut/cpp/ops/test_ops_elu_grad.cc""]","[""tests/st/ops/cpu/test_elu_grad_op.py"", ""tests/st/ops/gpu/test_elu_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/elu_grad_doc.yaml""]"
elu_grad_ext::EluGradExt,elu_grad_ext,EluGradExt,elu_grad_ext_op.yaml,mindspore/ops/op_def/yaml/elu_grad_ext_op.yaml,EluGradExt,True,customize,EluGradExtAscend,"[""aclnnEluBackward""]",customize_source,true,true,true,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/elu_grad_ext.cc"", ""mindspore/ops/infer/ops_func_impl/elu_grad_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/elu_grad_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/elu_grad_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/elu_grad_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/elu_grad_ext_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_elu_grad_ext.cc""]","[""tests/st/ops/test_ops_elu_grad_ext.py""]",[],"[""mindspore/ops/op_def/yaml/doc/elu_grad_ext_doc.yaml""]"
embedding::Embedding,embedding,Embedding,embedding_op.yaml,mindspore/ops/op_def/yaml/embedding_op.yaml,Embedding,True,customize,EmbeddingAscend,"[""aclnnEmbedding"", ""aclnnEmbeddingRenorm""]",customize_source,true,true,true,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/embedding.cc"", ""mindspore/ops/infer/ops_func_impl/embedding.h"", ""mindspore/ops/infer/symbol_ops_impl/embedding.cc""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/embedding.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/embedding.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/embedding_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/embedding_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_nn_ops.cc""]",[],"[""tests/st/ops/test_ops_embedding.py""]",[],"[""mindspore/ops/op_def/yaml/doc/embedding_doc.yaml""]"
embedding_dense_backward::EmbeddingDenseBackward,embedding_dense_backward,EmbeddingDenseBackward,embedding_dense_backward_op.yaml,mindspore/ops/op_def/yaml/embedding_dense_backward_op.yaml,EmbeddingDenseBackward,True,customize,EmbeddingDenseBackwardAscend,"[""aclnnEmbeddingDenseBackward""]",customize_source,true,true,true,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/embedding_dense_backward.cc"", ""mindspore/ops/infer/ops_func_impl/embedding_dense_backward.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/embedding_dense_backward.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/embedding_dense_backward.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/embedding_dense_backward_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/embedding_dense_backward_aclnn_kernel.h""]",[],[],[],[],[]
